#pon0801;19/17;2019-01-21;08:00;10:00;PCLAB2
pon1001;19/17;2019-01-21;10:00;12:00;A-210
#pon1201;19/17;2019-01-21;12:00;14:00;A-101
pon1202;19/17;2019-01-21;12:00;14:00;A-102
pon1203;19/17;2019-01-21;12:00;14:00;A-210
pon1401;19/17;2019-01-21;14:00;16:00;A-109
pon1402;19/17;2019-01-21;14:00;16:00;A-110
pon1403;19/17;2019-01-21;14:00;16:00;A-209
#pon1601;19/17;2019-01-21;16:00;18:00;A-109
pon1602;19/17;2019-01-21;16:00;18:00;A-110
#pon1801;19/17;2019-01-21;18:00;20:00;A-109
#pon1802;19/17;2019-01-21;18:00;20:00;A-110
#pon1803;19/17;2019-01-21;18:00;20:00;A-210
#pon1804;19/17;2019-01-21;18:00;20:00;PCLAB2

#uto0801;19/17;2019-01-22;08:00;10:00;A-101
#uto0802;19/17;2019-01-22;08:00;10:00;A-109
uto1201;19/17;2019-01-22;12:00;14:00;A-102
#uto1202;19/17;2019-01-22;12:00;14:00;A-109
uto1203;19/17;2019-01-22;12:00;14:00;A-110
uto1401;19/17;2019-01-22;14:00;16:00;A-101
uto1402;19/17;2019-01-22;14:00;16:00;A-109
uto1403;19/17;2019-01-22;14:00;16:00;A-110
uto1601;19/17;2019-01-22;16:00;18:00;A-102
#uto1602;19/17;2019-01-22;16:00;18:00;A-109
#uto1603;19/17;2019-01-22;16:00;18:00;A-110
#uto1801;19/17;2019-01-22;18:00;20:00;A-102

#sri0801;19/17;2019-01-23;08:00;10:00;PCLAB2
#sri1201;19/17;2019-01-23;12:00;14:00;A-210
sri1401;19/17;2019-01-23;14:00;16:00;A-101
sri1601;19/17;2019-01-23;16:00;18:00;A-102
sri1602;19/17;2019-01-23;16:00;18:00;A-209
#sri1801;19/17;2019-01-23;18:00;20:00;A-102
#sri1802;19/17;2019-01-23;18:00;20:00;A-109
#sri1803;19/17;2019-01-23;18:00;20:00;A-110
#sri1804;19/17;2019-01-23;18:00;20:00;A-209
#sri1805;19/17;2019-01-23;18:00;20:00;A-210
#sri1806;19/17;2019-01-23;18:00;20:00;PCLAB2

cet0801;19/17;2019-01-24;08:00;10:00;A-110
cet1001;19/17;2019-01-24;10:00;12:00;A-102
cet1201;19/17;2019-01-24;12:00;14:00;PCLAB2
cet1601;19/17;2019-01-24;16:00;18:00;A-101
#cet1602;19/17;2019-01-24;16:00;18:00;A-109
#cet1603;19/17;2019-01-24;16:00;18:00;A-210
#cet1801;19/17;2019-01-24;18:00;20:00;A-109
#cet1802;19/17;2019-01-24;18:00;20:00;A-110
#cet1803;19/17;2019-01-24;18:00;20:00;A-209
#cet1804;19/17;2019-01-24;18:00;20:00;A-210

#pet0801;19/17;2019-01-25;08:00;10:00;A-109
pet0802;19/17;2019-01-25;08:00;10:00;A-110
pet1201;19/17;2019-01-25;12:00;14:00;A-102
pet1202;19/17;2019-01-25;12:00;14:00;PCLAB2
pet1401;19/17;2019-01-25;14:00;16:00;A-101
pet1402;19/17;2019-01-25;14:00;16:00;A-209
pet1403;19/17;2019-01-25;14:00;16:00;A-210
pet1601;19/17;2019-01-25;16:00;18:00;A-101
#pet1602;19/17;2019-01-25;16:00;18:00;A-209
pet1603;19/17;2019-01-25;16:00;18:00;A-210
#pet1604;19/17;2019-01-25;16:00;18:00;A-109
#pet1605;19/17;2019-01-25;16:00;18:00;PCLAB2
#pet1801;19/17;2019-01-25;18:00;20:00;A-109
#pet1802;19/17;2019-01-25;18:00;20:00;A-110
#pet1803;19/17;2019-01-25;18:00;20:00;A-209
#pet1804;19/17;2019-01-25;18:00;20:00;A-210
#pet1805;19/17;2019-01-25;18:00;20:00;PCLAB2

