#pon0801;19/17;2018-12-17;08:00;10:00;PCLAB2
pon0802;19/17;2018-12-17;08:00;10:00;A-209
pon1001;19/17;2018-12-17;10:00;12:00;A-110
pon1002;19/17;2018-12-17;10:00;12:00;A-209
pon1201;19/17;2018-12-17;12:00;14:00;A-109
pon1202;19/17;2018-12-17;12:00;14:00;PCLAB2
pon1401;19/17;2018-12-17;14:00;16:00;A-109
pon1402;19/17;2018-12-17;14:00;16:00;A-110
pon1403;19/17;2018-12-17;14:00;16:00;PCLAB2
pon1601;19/17;2018-12-17;16:00;18:00;A-210
pon1602;19/17;2018-12-17;16:00;18:00;PCLAB2
#pon1801;19/17;2018-12-17;18:00;20:00;A-209
#pon1802;19/17;2018-12-17;18:00;20:00;A-210

uto1201;19/17;2018-12-18;12:00;14:00;A-210
uto1401;19/17;2018-12-18;14:00;16:00;A-209
uto1402;19/17;2018-12-18;14:00;16:00;A-210
uto1601;19/17;2018-12-18;16:00;18:00;A-209
#uto1801;19/17;2018-12-18;18:00;20:00;A-209

#sri0801;19/17;2018-12-19;08:00;10:00;A-210
sri1201;19/17;2018-12-19;12:00;14:00;A-209
sri1401;19/17;2018-12-19;14:00;16:00;A-209
sri1601;19/17;2018-12-19;16:00;18:00;A-209
#sri1801;19/17;2018-12-19;18:00;20:00;A-209
#sri1802;19/17;2018-12-19;18:00;20:00;A-210

cet0801;19/17;2018-12-20;08:00;10:00;A-109
cet0802;19/17;2018-12-20;08:00;10:00;PCLAB2
cet1201;19/17;2018-12-20;12:00;14:00;A-210
cet1401;19/17;2018-12-20;14:00;16:00;A-209
cet1601;19/17;2018-12-20;16:00;18:00;A-209
cet1602;19/17;2018-12-20;16:00;18:00;A-210
#cet1801;19/17;2018-12-20;18:00;20:00;A-209
#cet1802;19/17;2018-12-20;18:00;20:00;A-210

#pet0801;19/17;2018-12-21;08:00;10:00;A-109
#pet0802;19/17;2018-12-21;08:00;10:00;A-210
#pet0803;19/17;2018-12-21;08:00;10:00;PCLAB2
pet1001;19/17;2018-12-21;10:00;12:00;A-209
pet1002;19/17;2018-12-21;10:00;12:00;A-210
pet1201;19/17;2018-12-21;12:00;14:00;A-110
pet1202;19/17;2018-12-21;12:00;14:00;A-209
pet1203;19/17;2018-12-21;12:00;14:00;PCLAB2
#pet1601;19/17;2018-12-21;16:00;18:00;A-109
#pet1602;19/17;2018-12-21;16:00;18:00;A-110
#pet1603;19/17;2018-12-21;16:00;18:00;A-210
#pet1801;19/17;2018-12-21;18:00;20:00;A-209
#pet1802;19/17;2018-12-21;18:00;20:00;A-210
#pet1803;19/17;2018-12-21;18:00;20:00;PCLAB2

